grp,pp,S,DID,HarmonicityL,HarmonicityR,HarmonicityDownL,HarmonicityDownR,HarmonicityUpL,HarmonicityUpR,CircularityL,CircularityR,fL,fR,IDefL,IDefR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
2,1,2,2,0.28279,0.26781,1,0.3579,0.2445,0.21666,0.87685,0.86426,0.65104,0.65104,3.8587,4.5236,0.20768,0.22225,0.769,0.769,0.283,0.293,0.489,0.476,0.36242,0.38397,3.3803,5.2016,5.0178,5.8824,0.87785,0.84858,0.23236,0.25164,0.96898,0.91491,0.79664,0.80209,0.90753,0.90336,0.83542,0.788,0.26618,0.28688,0.82013,1,0.99261,0.86535,0.1039,0.0052746,1.2362,0.79388,0.90778,0.10378,0.027,0.070221
2,1,2,2,0.33895,0.27752,1,0.30358,0.267,0.20093,0.8576,0.86855,0.7019,0.7019,3.6716,4.4427,0.24261,0.25611,0.7125,0.711,0.2755,0.278,0.4375,0.4335,0.38583,0.38703,3.6484,5.6259,5.1532,6.2485,0.86122,0.86911,0.24816,0.25509,0.94643,0.95412,0.76075,0.85207,0.87468,0.90109,0.82706,0.78952,0.21144,0.54137,0.79481,1,0.99587,0.90877,0.09708,0.0064542,1.2247,0.74183,0.92575,0.087774,0.02,0.05614
2,1,2,3,0.051642,0.033847,0.062509,0.036855,0.029408,0.022471,0.83221,0.87628,0.4695,0.4695,4.2158,5.7961,0.21819,0.22497,1.084,1.077,0.344,0.34,0.737,0.747,0.3157,0.31584,2.398,4.9414,3.8891,5.3817,0.80197,0.8531,0.32676,0.35874,0.94418,0.96299,0.74991,0.75021,0.87724,0.95683,0.71196,0.7626,0.67466,1.4392,0.74362,1,0.98739,0.68996,0.027882,0.0027682,1.2529,0.42937,1.0851,0.023322,-0.008,-0.01476
2,1,2,3,0.034008,0.023109,0.01965,0.016448,0.063179,0.032618,0.7951,0.84029,0.42126,0.42126,3.5916,5.8956,0.2111,0.23513,1.1545,1.151,0.3265,0.3555,0.8165,0.79,0.29993,0.30671,2.2516,4.6239,3.111,5.1223,0.73564,0.76449,0.30508,0.33088,0.96383,0.96862,0.67712,0.77703,0.76259,0.83681,0.64453,0.64016,0.28463,0.53559,0.76671,1,0.985,0.6298,0.043052,0.0061277,1.193,0.3357,1.0842,0.025834,0.011,0.019056
2,1,2,3,0.063299,0.055742,0.062883,0.045423,0.04593,0.057202,0.81955,0.85898,0.47832,0.47832,4.4192,5.6033,0.21097,0.21951,1.043,1.037,0.319,0.338,0.721,0.698,0.29865,0.33501,2.4923,5.132,4.237,5.4034,0.77849,0.81448,0.2897,0.35622,0.92935,0.95921,0.7368,0.77008,0.8697,0.90388,0.69308,0.72062,0.34945,0.30062,0.77258,1,0.99309,0.72015,0.032233,0.0021579,1.2301,0.46771,1.0472,0.030459,0.016,0.030681
2,1,3,1,1,1,1,1,1,1,0.85139,0.85838,2.0345,2.0345,3.3625,2.8936,0.51845,0.55443,0.25,0.253,0.144,0.141,0.11,0.124,0.57492,0.52075,10.398,10.275,13.45,11.437,0.86847,0.87776,0.11939,0.12895,0.82615,0.91725,0.93066,0.93787,0.86529,0.79736,0.87231,0.88125,0.15597,0.17528,0.78939,1,0.99705,0.80669,0.1437,0.014244,1.2193,0.92584,0.78842,0.13271,0.009,0.072
2,1,3,1,1,1,1,1,1,1,0.8759,0.88426,2.1307,2.1307,3.4006,3.7686,0.54122,0.58696,0.235,0.236,0.129,0.125,0.11,0.114,0.52756,0.49356,11.062,11.015,14.471,15.969,0.88787,0.88934,0.1349,0.12519,0.87696,0.87643,0.96345,0.92399,0.88392,0.87938,0.87838,0.90021,0.255,0.18652,0.79642,1,0.99643,0.80367,0.12576,0.011462,1.2527,0.95292,0.81928,0.1322,0.007,0.059574
2,1,3,1,1,1,1,1,1,1,0.83301,0.81086,1.9531,1.9531,3.3503,2.9336,0.46737,0.53863,0.264,0.262,0.144,0.148,0.122,0.129,0.54941,0.53199,9.8464,9.9216,12.691,11.197,0.81187,0.84086,0.12951,0.11782,0.83869,0.90362,0.79721,0.69926,0.79416,0.72838,0.86557,0.88994,0.26896,0.16078,0.76676,1,0.9974,0.80854,0.09457,0.0099653,1.1704,0.85972,0.7699,0.10323,0.009,0.068182
2,1,3,2,1,0.19439,1,0.23612,1,0.11294,0.78061,0.81944,0.99499,0.51592,2.9229,4.2418,0.31527,0.1627,0.498,1.03,0.211,0.388,0.283,0.655,0.42285,0.39286,5.2198,3.8835,5.8694,4.1183,0.77989,0.79189,0.16013,0.24425,0.78231,0.87554,0.77254,0.70535,0.81656,0.80154,0.7413,0.7422,0.24995,0.34162,0.1147,2,0.61943,0.62094,2.9592,0.70899,1.1408,1.0529,0.84664,0.67735,-0.013,-0.052209
2,1,3,2,1,0.37661,1,1,1,0.18792,0.85322,0.81664,0.95578,0.51945,3.504,4.4375,0.32246,0.17546,0.523,0.937,0.2255,0.38,0.2875,0.555,0.4392,0.39402,4.9703,4.2689,6.6998,4.7359,0.84087,0.76618,0.15382,0.23514,0.84821,0.92902,0.82106,0.76214,0.89356,0.74946,0.81892,0.74319,0.14355,0.39257,0.12249,1.84,0.87254,0.88844,1.4552,0.97174,1.1877,1.1242,0.90337,0.19609,0.011,0.042065
2,1,3,2,1,0.17684,1,1,1,0.08614,0.83565,0.83722,0.939,0.4695,3.4461,4.5022,0.30986,0.17217,0.541,1.056,0.214,0.459,0.316,0.625,0.40468,0.3858,4.8049,3.7879,6.3698,4.2635,0.83958,0.81697,0.18908,0.2301,0.8816,0.92504,0.77997,0.78087,0.87833,0.78802,0.8216,0.78216,0.21926,0.22265,0.24669,2,0.87355,0.89574,-2.1254,0.48738,1.1889,1.1059,0.89467,-0.72832,0.035,0.12939
2,1,3,3,1,0.1223,1,0.11825,1,0.13063,0.73125,0.83131,0.87099,0.29033,3.0914,5.7562,0.26886,0.11759,0.556,1.7535,0.2315,0.662,0.322,1.106,0.4216,0.36784,4.6753,3.0351,5.5602,3.2827,0.72308,0.75363,0.15586,0.33677,0.71671,0.85627,0.69618,0.6649,0.77737,0.80513,0.70817,0.72715,0.29199,0.24492,0.086175,3,0.59562,0.66558,-3.0763,0.64628,1.1216,1.0115,0.89733,0.63763,0.025,0.089928
2,1,3,3,1,0.072155,1,0.068168,1,0.072155,0.80732,0.84259,0.8942,0.28238,3.3923,5.6239,0.26876,0.1174,0.565,1.689,0.241,0.619,0.322,1.122,0.43002,0.35051,4.6008,3.1509,6.0041,3.3297,0.80627,0.80361,0.15785,0.33147,0.8031,0.93209,0.77169,0.699,0.85613,0.90707,0.76987,0.77844,0.1763,0.49686,0.047407,3.1667,0.52429,0.57331,-2.7447,0.97066,1.1725,1.1242,0.89688,4.5225,-0.007,-0.024779
2,1,3,3,1,0.12183,1,0.088009,1,0.1266,0.77703,0.83492,0.88542,0.28646,3.2962,5.4389,0.28207,0.11823,0.5545,1.697,0.237,0.622,0.3115,1.069,0.42985,0.36069,4.688,3.1361,5.9444,3.205,0.75097,0.80084,0.16421,0.30296,0.77037,0.9202,0.72389,0.71063,0.78255,0.84716,0.73053,0.7379,0.17588,0.61555,0.069662,3,0.80753,0.88573,-0.72829,0.73361,1.1507,1.0811,0.92069,0.48812,0.003,0.010821
2,4,1,1,1,1,1,1,1,1,0.86685,0.85773,0.83705,0.83705,3.4098,3.655,0.28034,0.29204,0.594,0.596,0.27,0.272,0.324,0.32,0.45375,0.4695,4.3762,4.3615,5.7403,6.1325,0.85448,0.86689,0.14545,0.16619,0.91247,0.91715,0.85918,0.88698,0.82185,0.84612,0.8213,0.82178,0.14434,0.14599,0.76171,1,0.99688,0.99508,0.099081,0.0077325,1.2276,0.86465,0.85636,0.094303,0.02,0.06734
2,4,1,1,1,1,1,1,1,1,0.82984,0.86691,0.86806,0.86806,3.6672,3.7978,0.3133,0.28978,0.576,0.57,0.2645,0.2725,0.3035,0.2985,0.46847,0.47694,4.513,4.5605,6.3667,6.6629,0.81417,0.85164,0.14654,0.16518,0.86518,0.92085,0.85923,0.87663,0.7664,0.80913,0.76469,0.84589,0.21635,0.17889,0.92309,1,0.99557,0.97284,0.14435,0.002566,1.2019,0.81363,0.87656,0.1332,0.025,0.086806
2,4,1,1,1,1,1,1,1,1,0.82823,0.80734,1.285,1.285,3.1776,3.3453,0.41214,0.40652,0.39,0.396,0.188,0.2,0.204,0.197,0.47814,0.51691,6.6653,6.5643,8.1477,8.4478,0.83233,0.81593,0.13632,0.13758,0.8592,0.8667,0.88694,0.91481,0.80485,0.75068,0.81414,0.79063,0.24614,0.2133,0.87575,1,0.99962,0.97242,0.16582,0.0047482,1.1557,0.78305,0.81173,0.16688,0.025,0.12821
2,4,1,2,0.12877,0.27038,0.58549,0.27981,0.12258,0.2571,0.75602,0.80034,0.626,0.626,3.4717,4.3512,0.2043,0.21988,0.82,0.823,0.267,0.288,0.566,0.532,0.3325,0.35438,3.1701,4.8603,4.2337,5.287,0.72909,0.7656,0.26511,0.24937,0.81791,0.9038,0.71264,0.74009,0.76616,0.80368,0.66727,0.69889,0.21012,0.24626,0.79998,1,0.9652,0.77947,0.13395,0.010388,1.1141,0.71243,0.81105,0.13252,0.029,0.070732
2,4,1,2,0.17158,0.27861,0.10032,0.40723,0.28293,0.22057,0.80576,0.86772,0.65984,0.65984,3.688,4.6753,0.22031,0.22745,0.774,0.762,0.273,0.293,0.49,0.469,0.35569,0.38512,3.3585,5.2493,4.7649,6.1356,0.78503,0.85456,0.26041,0.22303,0.94592,0.94397,0.76562,0.82126,0.79283,0.90564,0.70741,0.79482,0.20866,0.29151,0.88319,1,0.99312,0.87319,0.083546,0.0034178,1.2039,0.73595,0.88244,0.086611,0.016,0.041344
2,4,1,2,0.29981,1,0.68562,1,0.27916,1,0.84798,0.86361,0.65104,0.65104,4.0888,4.2557,0.22379,0.22298,0.7615,0.7665,0.2685,0.296,0.4885,0.465,0.35704,0.38619,3.4136,5.2185,5.3694,5.5521,0.83781,0.85474,0.20567,0.18471,0.96641,0.94731,0.79772,0.84084,0.84267,0.88324,0.77276,0.78593,0.27588,0.24619,0.8509,1,0.99896,0.8982,0.087244,0.0028296,1.2186,0.79849,0.87648,0.077397,0.022,0.057781
2,4,1,3,0.075294,0.065318,0.030496,0.060829,0.11516,0.072057,0.7436,0.84103,0.35903,0.35903,4.1251,5.4277,0.1447,0.15594,1.374,1.372,0.47,0.421,0.891,0.928,0.3432,0.32064,1.8919,3.879,3.0022,3.9561,0.66398,0.78839,0.29466,0.31224,0.84506,0.91673,0.65407,0.75958,0.69522,0.88272,0.62325,0.70212,0.48118,0.37937,0.76384,1,0.97593,0.53138,0.057351,0.0056086,1.1687,0.47548,1.0028,0.052903,0.04,0.058224
2,4,1,3,0.11447,0.12938,0.071116,0.10049,0.25807,0.14103,0.78099,0.83343,0.4069,0.4069,4.2651,5.1759,0.14766,0.15759,1.275,1.245,0.391,0.39,0.86,0.845,0.31399,0.31574,2.0388,4.2746,3.3452,4.1574,0.72885,0.78548,0.32871,0.35616,0.91636,0.93265,0.71693,0.75319,0.8106,0.88012,0.6319,0.68805,0.45607,0.47711,0.78732,1,0.99601,0.65372,0.06429,0.0048245,1.1877,0.56479,0.95069,0.056046,0.02,0.031373
2,4,1,3,0.10369,0.12812,0.075005,0.11754,0.15848,0.12812,0.78918,0.83159,0.42093,0.42093,3.8812,5.3811,0.15398,0.16047,1.198,1.185,0.371,0.366,0.799,0.804,0.32014,0.31676,2.1698,4.4911,3.2397,4.541,0.74508,0.79322,0.2895,0.36918,0.92581,0.92215,0.72466,0.75671,0.78452,0.88345,0.67772,0.68638,0.33314,0.52758,0.78964,1,0.99439,0.66235,0.050206,0.0027867,1.1842,0.60647,0.93819,0.044671,0.01,0.016694
2,4,2,1,1,1,1,1,1,1,0.86784,0.90302,1.3021,1.3021,3.299,4.03,0.44009,0.44136,0.386,0.384,0.195,0.194,0.188,0.194,0.51157,0.49633,6.7344,6.7694,8.5467,10.495,0.89984,0.90688,0.13471,0.13575,0.86222,0.92776,0.93906,0.95982,0.89206,0.87983,0.82398,0.87522,0.17355,0.21267,0.7379,1,0.97388,0.99924,0.19562,0.0060455,1.2564,0.89025,0.88332,0.18322,0.022,0.11399
2,4,2,1,1,1,1,1,1,1,0.83289,0.85633,1.3563,1.3563,3.4954,3.786,0.43873,0.46215,0.372,0.37,0.192,0.186,0.181,0.188,0.51163,0.50432,6.9878,7.0256,9.3962,10.232,0.86083,0.88145,0.13484,0.13197,0.87785,0.90559,0.94284,0.93685,0.82023,0.84764,0.83586,0.86111,0.24775,0.14683,0.88659,1,0.99265,0.98255,0.17309,0.0066433,1.2108,0.82321,0.85399,0.1718,0.016,0.086022
2,4,2,1,1,1,1,1,1,1,0.88174,0.865,1.878,1.878,2.9899,3.1886,0.57747,0.62691,0.273,0.276,0.144,0.134,0.133,0.143,0.52297,0.5,9.5218,9.4183,10.952,11.553,0.92426,0.90285,0.10819,0.1337,0.84028,0.86162,0.95395,0.95603,0.92675,0.92127,0.8646,0.80291,0.22553,0.16481,0.87931,1,0.99962,0.83841,0.13506,0.0052874,1.2508,0.93241,0.81045,0.12927,0.009,0.065934
2,4,2,2,1,0.42317,1,0.41922,1,0.42064,0.78984,0.72135,1.0203,0.33524,2.7111,3.4081,0.30507,0.13215,0.485,1.442,0.227,0.6135,0.259,0.8165,0.47216,0.42987,5.3597,2.7739,5.59,2.3634,0.80408,0.80132,0.16395,0.54861,0.78248,0.8344,0.81184,0.69705,0.81332,0.86764,0.74629,0.66937,0.16469,0.51835,0.16166,3,0.74108,0.73029,2.6178,0.37717,1.0864,1.0014,0.77716,1.9131,0.018,0.074227
2,4,2,2,1,0.31897,1,0.34584,1,0.17856,0.79533,0.76793,0.83008,0.28076,2.8037,4.5826,0.24236,0.12282,0.6,1.713,0.273,0.665,0.317,1.07,0.46053,0.38098,4.3324,2.3351,4.6729,2.6752,0.80997,0.77475,0.14175,0.37485,0.80741,0.87846,0.8088,0.66843,0.83233,0.82503,0.77116,0.68322,0.18004,0.45,0.088337,3,0.64953,0.74741,2.9809,0.59536,1.1299,1.0314,0.85286,1.5939,-0.013,-0.043333
2,4,2,2,1,0.36477,1,0.51532,1,0.12195,0.80904,0.75129,0.86167,0.28722,2.7684,4.9201,0.25748,0.13147,0.584,1.758,0.268,0.733,0.313,1.085,0.46481,0.40187,4.4511,2.2753,4.7403,2.7987,0.83005,0.74398,0.15316,0.51269,0.82599,0.92041,0.84766,0.6576,0.84665,0.9105,0.77079,0.61455,0.22005,0.45391,0.17209,3,0.58953,0.65898,3.0619,0.39704,1.1256,1.0424,0.82402,2.4686,0.017,0.058219
2,4,2,3,1,0.18415,1,0.19687,1,0.17472,0.76068,0.79608,0.8212,0.27743,2.9621,5.3025,0.234,0.1219,0.601,1.793,0.265,0.626,0.333,1.193,0.43961,0.35589,4.3252,2.9682,4.9286,2.9573,0.73772,0.71686,0.14616,0.3937,0.75737,0.90381,0.73989,0.59933,0.76387,0.83925,0.70696,0.67731,0.23462,0.52477,0.14405,3,0.56184,0.66057,1.9918,0.54464,1.1174,1.0119,0.89911,0.6248,-0.046,-0.15308
2,4,2,3,1,0.44075,1,0.43565,1,0.40722,0.79604,0.7468,0.7855,0.26537,2.72,5.406,0.23509,0.12038,0.638,1.905,0.293,0.737,0.34,1.162,0.46441,0.38539,4.0744,2.7937,4.2633,2.8378,0.7855,0.75858,0.14445,0.52817,0.78758,0.89525,0.79433,0.61251,0.78968,0.90509,0.75035,0.68052,0.25695,2.8703,0.16878,3,0.58057,0.71536,2.8407,0.44456,1.1127,0.96216,0.87268,1.5495,0.003,0.0094044
2,4,2,3,1,0.36596,1,0.52571,1,0.13375,0.78322,0.75012,0.74125,0.25885,2.9152,5.897,0.21492,0.10719,0.673,1.953,0.307,0.82,0.354,1.1715,0.46321,0.41723,3.8625,2.725,4.3316,3.0195,0.7827,0.72052,0.16122,0.5367,0.77338,0.90034,0.79633,0.63049,0.80722,0.8756,0.74538,0.64417,0.21612,0.66947,0.13521,3,0.45974,0.56947,3.1075,0.46237,1.109,1.0072,0.82638,2.2531,-0.0045,-0.013373
2,4,3,1,1,1,1,1,1,1,0.88449,0.87022,1.3563,1.3563,2.6959,3.8435,0.44017,0.46553,0.371,0.373,0.193,0.187,0.178,0.186,0.52273,0.50667,7.0066,6.9691,7.2666,10.304,0.92526,0.87059,0.18238,0.14147,0.85646,0.87034,0.97996,0.91184,0.92843,0.86993,0.85044,0.83571,0.33611,0.46615,0.8797,1,0.99065,0.98371,0.16355,0.0081878,1.2439,0.89599,0.85934,0.15503,0.018,0.097035
2,4,3,1,1,1,1,1,1,1,0.86954,0.83202,1.6276,1.6276,3.1513,3.5176,0.47667,0.54042,0.303,0.304,0.161,0.154,0.146,0.156,0.52286,0.49587,8.5791,8.5509,10.4,11.571,0.88835,0.862,0.14192,0.13166,0.85052,0.87251,0.94454,0.97113,0.89561,0.87279,0.82798,0.81675,0.14213,0.1312,0.82177,1,0.9896,0.8305,0.18897,0.0036304,1.204,0.89125,0.80216,0.18522,0.016,0.10561
2,4,3,1,1,1,1,1,1,1,0.88015,0.86669,1.7439,1.7439,3.0724,4.0327,0.53335,0.58528,0.282,0.284,0.149,0.142,0.141,0.152,0.50926,0.5027,9.218,9.153,10.895,14.2,0.91858,0.89018,0.15025,0.10124,0.83936,0.83418,0.96763,0.93176,0.95112,0.89969,0.88445,0.83286,0.21995,0.21414,0.74675,1,0.98884,0.92057,0.20047,0.0070461,1.2494,0.88972,0.85029,0.19798,0.017,0.12057
2,4,3,2,1,0.17205,1,0.21227,1,0.12787,0.81796,0.83625,1.0324,0.34877,3.3226,4.8661,0.2995,0.1258,0.484,1.474,0.231,0.599,0.255,0.875,0.47628,0.40743,5.3708,2.7137,6.8648,3.3013,0.79777,0.80308,0.15039,0.3238,0.80968,0.91238,0.80919,0.73739,0.80875,0.82642,0.78499,0.74356,0.16291,0.27309,0.20626,3,0.6767,0.66014,1.8062,0.27414,1.1969,1.1107,0.90501,1.3086,0.012,0.049587
2,4,3,2,1,0.28642,1,0.31241,1,0.20424,0.8503,0.76367,0.89947,0.29554,3.2215,4.9238,0.25019,0.11851,0.561,1.6715,0.262,0.7185,0.3,0.991,0.4649,0.40308,4.6336,2.3931,5.7423,2.9457,0.86506,0.75806,0.15207,0.40359,0.86547,0.88775,0.8591,0.67904,0.88268,0.7465,0.82069,0.68671,0.20157,0.58013,0.16847,3,0.7106,0.77114,2.5429,0.39034,1.16,1.061,0.85004,2.2297,-0.048,-0.17112
2,4,3,2,1,0.31396,1,0.29918,1,0.31396,0.82718,0.79044,0.97656,0.32106,3.0834,4.9903,0.27719,0.12312,0.507,1.543,0.246,0.666,0.264,0.862,0.48474,0.43041,5.1271,2.5924,6.0817,3.2341,0.8362,0.76447,0.14254,0.44711,0.84823,0.85238,0.83405,0.73961,0.84496,0.79304,0.81483,0.68259,0.18708,1.7861,0.17502,3,0.73578,0.74942,2.4818,0.43009,1.1634,1.0858,0.8352,2.0756,-0.01,-0.039448
2,4,3,3,1,0.4087,1,0.41797,1,0.305,0.85575,0.78559,0.75405,0.24723,3.6981,5.7674,0.21518,0.10194,0.662,1.97,0.283,0.7765,0.371,1.178,0.43721,0.39631,3.9267,2.7015,5.5863,2.9276,0.85643,0.76684,0.18537,0.45719,0.8941,0.88475,0.79876,0.70814,0.87789,0.93503,0.85488,0.66153,0.20351,0.41417,0.21235,3,0.79088,0.93887,2.7924,0.30399,1.1809,1.0822,0.87246,2.3121,-0.023,-0.069486
2,4,3,3,1,0.3529,1,0.3247,1,0.40852,0.80904,0.78911,0.77097,0.25699,3.565,5.4271,0.21153,0.096196,0.648,1.973,0.283,0.816,0.356,1.172,0.43899,0.40548,4.0115,2.6974,5.5015,2.7507,0.79405,0.77145,0.18653,0.427,0.82089,0.9177,0.76183,0.68078,0.80114,0.71873,0.78293,0.74648,0.1907,0.55154,0.23308,3,0.68596,0.83275,2.1923,0.24457,1.1463,1.0545,0.87289,1.6253,0.021,0.064815
2,4,3,3,1,0.3454,1,0.30711,1,0.34609,0.83081,0.80461,0.78928,0.26755,3.2649,5.7572,0.23011,0.10149,0.627,1.868,0.274,0.726,0.343,1.164,0.44409,0.37371,4.1459,2.849,5.2072,3.082,0.82734,0.75005,0.16011,0.42368,0.85396,0.93523,0.808,0.72215,0.84795,0.77271,0.79653,0.70526,0.20631,0.36897,0.25798,3,0.70922,0.8271,2.0636,0.2528,1.1793,1.0734,0.89959,1.8869,0.012,0.038278
2,5,1,1,1,1,1,1,1,0.64815,0.85073,0.78708,0.97656,0.97656,3.6555,3.582,0.28882,0.30063,0.538,0.533,0.265,0.27,0.278,0.274,0.47438,0.49518,4.8317,4.877,6.7945,6.7205,0.86836,0.76793,0.17513,0.14847,0.8742,0.75294,0.83374,0.74115,0.85087,0.80434,0.87197,0.77135,0.22962,0.27101,0.75771,1,0.9998,0.99921,-0.056268,0.011214,1.1935,0.74488,0.86322,-0.045794,-0.009,-0.033457
2,5,1,1,1,1,1,1,1,1,0.81675,0.85172,0.97656,0.97656,3.2122,3.4147,0.30524,0.30779,0.497,0.492,0.239,0.242,0.263,0.246,0.4877,0.49695,5.2303,5.2835,6.4631,6.9404,0.82777,0.85639,0.14435,0.18905,0.82075,0.87307,0.86481,0.86321,0.80913,0.85215,0.77899,0.84489,0.16591,0.38729,0.81981,1,0.99264,0.98954,-0.078538,0.0043525,1.1813,0.85372,0.79827,-0.064548,-0.011,-0.044266
2,5,1,1,1,1,1,1,1,1,0.85125,0.82244,1.1626,1.1626,3.3397,3.3649,0.3299,0.35123,0.437,0.439,0.214,0.222,0.219,0.212,0.49545,0.50367,5.9484,5.9213,7.6423,7.665,0.86471,0.83789,0.18897,0.14551,0.8613,0.79964,0.88951,0.90118,0.86384,0.84731,0.8363,0.79156,0.46732,0.18233,0.78496,1,0.99321,0.9657,0.04806,0.0029823,1.1886,0.87258,0.79209,0.047394,0.01,0.045767
2,5,1,2,1,0.21951,1,0.18857,1,0.22008,0.7543,0.77654,0.79627,0.30048,2.3979,3.3116,0.25629,0.1381,0.627,1.579,0.286,0.7285,0.342,0.8665,0.45985,0.46576,4.1459,2.5334,3.8244,2.0974,0.75929,0.72389,0.16533,0.28731,0.78531,0.76855,0.78941,0.70553,0.73828,0.71244,0.70135,0.70213,0.33707,0.34261,0.040092,2.65,0.67279,0.79357,3.1123,0.98249,1.1029,1.0027,0.8738,1.1265,-0.007,-0.022329
2,5,1,2,1,0.14084,1,0.203,1,0.099082,0.75429,0.78501,0.73642,0.38422,3.3369,4.3118,0.22935,0.14068,0.6565,1.269,0.3175,0.562,0.3285,0.724,0.49006,0.45118,3.9596,3.1521,5.0829,3.3978,0.73937,0.7333,0.16267,0.24329,0.7554,0.82497,0.74679,0.74151,0.73641,0.74465,0.73739,0.69055,0.19723,0.2913,0.093084,2,0.57517,0.65029,-0.025528,0.59101,1.1003,1.0789,0.83645,0.42249,0,0
2,5,1,2,1,0.1433,1,0.14741,1,0.13184,0.75815,0.81161,0.93587,0.50863,2.6977,4.4456,0.28726,0.20168,0.525,0.985,0.259,0.419,0.258,0.557,0.50562,0.42606,4.9514,4.0609,5.1385,4.5133,0.74443,0.76931,0.12855,0.24807,0.73378,0.84138,0.7443,0.77204,0.75046,0.7632,0.76423,0.68878,0.32784,0.34081,0.08436,1.84,0.51268,0.54247,-0.052426,0.99629,1.1187,1.0933,0.87505,23.851,0.018,0.068571
2,5,1,3,1,0.14579,1,0.13677,1,0.1415,0.72886,0.80929,0.73242,0.24414,2.9918,5.3831,0.21146,0.10397,0.685,1.964,0.3105,0.755,0.354,1.173,0.46192,0.38454,3.7948,2.7097,4.3676,2.7409,0.70338,0.78216,0.1426,0.3905,0.72937,0.93494,0.71034,0.70299,0.69742,0.87175,0.69346,0.67558,0.21224,0.34918,0.067535,3,0.54508,0.70592,-2.5967,0.64135,1.1183,1.0277,0.84907,2.2434,-0.013,-0.037956
2,5,1,3,1,0.079527,1,0.073262,1,0.077719,0.75865,0.85049,0.97656,0.34877,2.7765,5.4387,0.28255,0.15695,0.5,1.3745,0.25,0.5455,0.2495,0.8285,0.50125,0.41453,5.1989,3.8721,5.5529,3.9571,0.75188,0.79911,0.1167,0.2537,0.76178,0.88085,0.74607,0.75602,0.73458,0.87933,0.74157,0.74572,0.16747,0.57912,0.030979,2.8,0.53682,0.54866,-3.0839,0.9463,1.1504,1.1358,0.90805,3.0217,0.009,0.036
2,5,1,3,1,0.08304,1,0.067997,1,0.12204,0.72793,0.8125,0.82174,0.28582,3.1698,5.5881,0.2524,0.12706,0.579,1.744,0.282,0.737,0.296,0.996,0.48809,0.43965,4.4896,3.0516,5.4746,3.2042,0.70669,0.71574,0.14267,0.2596,0.69681,0.76905,0.71649,0.73318,0.72028,0.75298,0.67631,0.64823,0.25287,0.38104,0.081748,3,0.43814,0.52202,-0.82968,0.7025,1.1069,1.06,0.9088,0.76061,0.024,0.082902
2,5,2,1,1,1,1,1,1,1,0.88106,0.86756,1.285,1.285,3.4897,3.6743,0.36944,0.38759,0.394,0.393,0.199,0.196,0.195,0.2,0.50805,0.5,6.5976,6.6144,8.8571,9.3494,0.90891,0.88278,0.12085,0.12605,0.85322,0.85223,0.94135,0.93873,0.93019,0.90717,0.87212,0.83528,0.15142,0.19472,0.78361,1,0.99926,0.96797,-0.071628,0.0062943,1.238,0.87629,0.85878,-0.073963,-0.009,-0.045685
2,5,2,1,1,1,1,1,1,1,0.86623,0.84218,1.3787,1.3787,3.8264,4.0963,0.40405,0.41165,0.372,0.371,0.18,0.179,0.187,0.192,0.48747,0.47688,6.9878,7.0066,10.286,11.041,0.86715,0.8298,0.10507,0.13529,0.83261,0.83195,0.87601,0.83636,0.88721,0.83335,0.84775,0.80844,0.15668,0.17218,0.7389,1,0.99977,0.95585,0.024136,0.0094566,1.2107,0.83638,0.86196,0.010503,0,0
2,5,2,1,1,1,1,1,1,1,0.83552,0.80046,1.4648,1.4648,3.3675,3.4865,0.42322,0.42342,0.34,0.342,0.173,0.169,0.169,0.169,0.50546,0.49844,7.6455,7.6008,9.9045,10.194,0.85778,0.81841,0.14387,0.14368,0.82378,0.78842,0.88228,0.84759,0.87135,0.81545,0.8392,0.76896,0.31793,0.30522,0.7697,1,0.99935,0.91975,0.059401,0.0088841,1.1542,0.82296,0.80036,0.049878,0.005,0.029412
2,5,2,2,1,0.25406,1,0.42442,1,0.044415,0.82164,0.86921,1.2141,0.65984,3.061,4.1309,0.37008,0.23681,0.409,0.759,0.2075,0.363,0.2015,0.39,0.50641,0.4801,6.3557,5.2701,7.4842,5.4426,0.82867,0.86059,0.13318,0.2156,0.8129,0.85074,0.85889,0.83884,0.82694,0.89937,0.81682,0.83163,0.33052,0.32138,0.071814,1.84,0.80315,0.69854,0.041404,0.97694,1.1984,1.2013,0.88359,-5.408,-0.022,-0.10758
2,5,2,2,1,0.1633,1,0.30487,1,0.11807,0.80796,0.86971,1.275,0.62391,3.0911,5.011,0.35623,0.22693,0.397,0.804,0.205,0.331,0.192,0.452,0.51451,0.43216,6.5478,4.9751,7.7862,6.2326,0.81279,0.83868,0.12368,0.21376,0.76479,0.89625,0.86984,0.84901,0.8434,0.89689,0.76208,0.75109,0.23802,0.71952,0.20767,2,0.72666,0.60673,2.8051,0.44359,1.194,1.2011,0.86555,1.2996,-0.01,-0.050378
