group , participant , session , IDRight , IDLeft , hand , value
2,1,1,1,1,1,2.2719
2,1,1,1,1,2,6.9837
2,1,1,1,1,2,12.052
2,1,1,1,1,2,7.7075
2,1,1,1,2,1,3.1753
2,1,1,1,2,1,3.6161
2,1,1,1,2,1,2.4556
2,1,1,1,2,2,7.6614
2,1,1,1,2,2,4.3452
2,1,1,1,2,2,9.1487
2,1,1,2,1,1,5.3079
2,1,1,2,1,1,3.3257
2,1,1,2,1,1,7.1404
2,1,1,2,1,2,6.0307
2,1,1,2,1,2,6.9633
2,1,1,2,1,2,5.1156
2,1,1,2,2,1,4.2312
2,1,1,2,2,1,4.7235
2,1,1,2,2,1,3.646
2,1,1,2,2,2,7.2512
2,1,1,2,2,2,9.5456
2,1,1,2,2,2,4.7902
2,1,1,3,1,1,5.5694
2,1,1,3,1,1,11.07
2,1,1,3,1,1,3.8149
2,1,1,3,1,2,6.7296
2,1,1,3,1,2,9.559
2,1,1,3,1,2,5.0491
2,1,1,3,2,1,7.4706
2,1,1,3,2,1,6.3
2,1,1,3,2,1,7.4781
2,1,1,3,2,2,8.7029
2,1,1,3,2,2,6.8155
2,1,1,3,2,2,7.0785
2,1,4,1,1,1,8.3512
2,1,4,1,1,1,3.4136
2,1,4,1,1,1,7.1532
2,1,4,1,1,2,11.387
2,1,4,1,1,2,14.992
2,1,4,1,1,2,17.143
2,1,4,1,2,1,3.9008
2,1,4,1,2,1,3.0662
2,1,4,1,2,1,4.2331
2,1,4,1,2,2,5.3713
2,1,4,1,2,2,8.5483
2,1,4,1,2,2,5.335
2,1,4,2,1,1,6.1744
2,1,4,2,1,1,6.8319
2,1,4,2,1,1,4.6884
2,1,4,2,1,2,8.799
2,1,4,2,1,2,6.8383
2,1,4,2,1,2,5.2469
2,1,4,2,2,1,5.6459
2,1,4,2,2,1,4.9738
2,1,4,2,2,1,5.1467
2,1,4,2,2,2,5.9219
2,1,4,2,2,2,5.8664
2,1,4,2,2,2,8.1524
2,1,4,3,1,1,4.404
2,1,4,3,1,1,4.9532
2,1,4,3,1,1,4.6731
2,1,4,3,1,2,5.4724
2,1,4,3,1,2,5.4432
2,1,4,3,1,2,3.3651
2,1,4,3,2,1,6.894
2,1,4,3,2,1,9.8079
2,1,4,3,2,1,9.2036
2,1,4,3,2,2,7.2211
2,1,4,3,2,2,9.8908
2,1,4,3,2,2,10.067
2,1,7,1,1,1,4.154
2,1,7,1,1,1,3.546
2,1,7,1,1,1,3.732
2,1,7,1,1,2,12.988
2,1,7,1,1,2,8.707
2,1,7,1,1,2,10.93
2,1,7,1,2,1,5.9331
2,1,7,1,2,1,5.9824
2,1,7,1,2,1,5.69
2,1,7,1,2,2,7.2577
2,1,7,1,2,2,5.4931
2,1,7,1,2,2,12.76
2,1,7,2,1,1,4.456
2,1,7,2,1,1,6.5778
2,1,7,2,1,1,4.8478
2,1,7,2,1,2,3.3811
2,1,7,2,1,2,3.5072
2,1,7,2,1,2,3.6094
2,1,7,2,2,1,5.9815
2,1,7,2,2,1,6.6958
2,1,7,2,2,1,6.6065
2,1,7,2,2,2,6.7688
2,1,7,2,2,2,5.8342
2,1,7,2,2,2,7.3655
2,1,7,3,1,1,8.567
2,1,7,3,1,1,7.732
2,1,7,3,1,1,5.7819
2,1,7,3,1,2,7.8731
2,1,7,3,1,2,7.5997
2,1,7,3,1,2,8.1345
2,1,7,3,2,1,12.515
2,1,7,3,2,1,14.575
2,1,7,3,2,1,12.948
2,1,7,3,2,2,10.971
2,1,7,3,2,2,16.022
2,1,7,3,2,2,10.682
2,4,1,1,1,1,9.4115
2,4,1,1,1,1,5.4707
2,4,1,1,1,1,7.9402
2,4,1,1,1,2,15.242
2,4,1,1,1,2,9.4424
2,4,1,1,1,2,12.661
2,4,1,1,2,1,7.7781
2,4,1,1,2,1,3.3903
2,4,1,1,2,1,3.2463
2,4,1,1,2,2,11.299
2,4,1,1,2,2,4.164
2,4,1,1,2,2,4.5261
2,4,1,2,1,1,3.3823
2,4,1,2,1,1,3.2304
2,4,1,2,1,1,3.0568
2,4,1,2,1,2,2.9797
2,4,1,2,1,2,2.74
2,4,1,2,1,2,2.9025
2,4,1,2,2,1,4.0519
2,4,1,2,2,1,4.7262
2,4,1,2,2,1,5.3269
2,4,1,2,2,2,5.9402
2,4,1,2,2,2,5.9294
2,4,1,2,2,2,5.5832
2,4,1,3,1,1,11.012
2,4,1,3,1,1,3.5023
2,4,1,3,1,1,3.4902
2,4,1,3,1,2,11.223
2,4,1,3,1,2,3.1691
2,4,1,3,1,2,2.2582
2,4,1,3,2,1,5.6874
2,4,1,3,2,1,6.2301
2,4,1,3,2,1,7.9534
2,4,1,3,2,2,6.1797
2,4,1,3,2,2,6.6316
2,4,1,3,2,2,8.3437
2,4,4,1,1,1,3
2,4,4,1,1,1,3.2745
2,4,4,1,1,1,7.6908
2,4,4,1,1,2,4.4542
2,4,4,1,1,2,11.756
2,4,4,1,1,2,3.2734
2,4,4,1,2,1,4.9871
2,4,4,1,2,1,4.4828
2,4,4,1,2,1,4.3904
2,4,4,1,2,2,2.5066
2,4,4,1,2,2,3.4999
2,4,4,1,2,2,1.8038
2,4,4,2,1,1,3.6023
2,4,4,2,1,1,3.6869
2,4,4,2,1,1,3.6113
2,4,4,2,1,2,2.9372
2,4,4,2,1,2,5.0206
2,4,4,2,1,2,3.4451
2,4,4,2,2,1,5.5409
2,4,4,2,2,1,4.8815
2,4,4,2,2,1,4.7794
2,4,4,2,2,2,3.3564
2,4,4,2,2,2,2.1477
2,4,4,2,2,2,2.6519
2,4,4,3,1,1,2.8475
2,4,4,3,1,1,4.1949
2,4,4,3,1,1,3.1626
2,4,4,3,1,2,5.679
2,4,4,3,1,2,5.812
2,4,4,3,1,2,5.6397
2,4,4,3,2,1,8.6359
2,4,4,3,2,1,9.3631
2,4,4,3,2,1,11.007
2,4,4,3,2,2,10.975
2,4,4,3,2,2,10.057
2,4,4,3,2,2,11.66
2,4,7,1,1,1,2.6244
2,4,7,1,1,1,2.6595
2,4,7,1,1,1,5.5937
2,4,7,1,1,2,8.7988
2,4,7,1,1,2,4.4923
2,4,7,1,1,2,5.7942
2,4,7,1,2,1,5.6552
2,4,7,1,2,1,5.5872
2,4,7,1,2,1,5.5804
2,4,7,1,2,2,2.9297
2,4,7,1,2,2,2.7753
2,4,7,1,2,2,3.0546
2,4,7,2,1,1,6.8868
2,4,7,2,1,1,2.6737
2,4,7,2,1,1,2.3847
2,4,7,2,1,2,4.706
2,4,7,2,1,2,5.5256
2,4,7,2,1,2,5.6353
2,4,7,2,2,1,7.0663
2,4,7,2,2,1,5.6949
2,4,7,2,2,1,6.4529
2,4,7,2,2,2,3.3138
2,4,7,2,2,2,2.9977
2,4,7,2,2,2,3.6098
